training_step,sso01-adamw-lr5e-5-freeze.base-305bhnsz - _step,sso01-adamw-lr5e-5-freeze.base-305bhnsz - _step__MIN,sso01-adamw-lr5e-5-freeze.base-305bhnsz - _step__MAX,lr5e-5,sso01-adamw-lr5e-5-freeze.base-305bhnsz - training/f1_score-iii__MIN,sso01-adamw-lr5e-5-freeze.base-305bhnsz - training/f1_score-iii__MAX,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - _step,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - _step__MIN,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - _step__MAX,lr3e-5,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - training/f1_score-iii__MIN,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - training/f1_score-iii__MAX,sso01-adamw-lr2e-5-freeze.base-1q52u19t - _step,sso01-adamw-lr2e-5-freeze.base-1q52u19t - _step__MIN,sso01-adamw-lr2e-5-freeze.base-1q52u19t - _step__MAX,lr2e-5,sso01-adamw-lr2e-5-freeze.base-1q52u19t - training/f1_score-iii__MIN,sso01-adamw-lr2e-5-freeze.base-1q52u19t - training/f1_score-iii__MAX,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - _step,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - _step__MIN,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - _step__MAX,lr1e-5,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - training/f1_score-iii__MIN,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - training/f1_score-iii__MAX,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step__MAX,lr2e-4,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - training/f1_score-iii__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - training/f1_score-iii__MAX,sso01-adamw-freeze.base-30v736in - _step,sso01-adamw-freeze.base-30v736in - _step__MIN,sso01-adamw-freeze.base-30v736in - _step__MAX,lr4e-4,sso01-adamw-freeze.base-30v736in - training/f1_score-iii__MIN,sso01-adamw-freeze.base-30v736in - training/f1_score-iii__MAX
5293,56524,56524,56524,0.684801518,0.684801518,0.684801518,56524,56524,56524,0.65192474,0.65192474,0.65192474,56524,56524,56524,0.607865169,0.607865169,0.607865169,56524,56524,56524,0.578834667,0.578834667,0.578834667,56524,56524,56524,0.743168857,0.743168857,0.743168857,56524,56524,56524,0.760076587,0.760076587,0.760076587
5294,56533,56533,56533,0.707660699,0.707660699,0.707660699,56533,56533,56533,0.682345907,0.682345907,0.682345907,56533,56533,56533,0.636134928,0.636134928,0.636134928,56533,56533,56533,0.613087577,0.613087577,0.613087577,56533,56533,56533,0.776791872,0.776791872,0.776791872,56533,56533,56533,0.789191156,0.789191156,0.789191156
5295,56542,56542,56542,0.637292679,0.637292679,0.637292679,56542,56542,56542,0.620460185,0.620460185,0.620460185,56542,56542,56542,0.578551324,0.578551324,0.578551324,56542,56542,56542,0.567209949,0.567209949,0.567209949,56542,56542,56542,0.698540893,0.698540893,0.698540893,56542,56542,56542,0.713605082,0.713605082,0.713605082
5296,56551,56551,56551,0.674157303,0.674157303,0.674157303,56551,56551,56551,0.645157827,0.645157827,0.645157827,56551,56551,56551,0.605921053,0.605921053,0.605921053,56551,56551,56551,0.587067932,0.587067932,0.587067932,56551,56551,56551,0.738509193,0.738509193,0.738509193,56551,56551,56551,0.754140127,0.754140127,0.754140127
5297,56560,56560,56560,0.660332775,0.660332775,0.660332775,56560,56560,56560,0.627617174,0.627617174,0.627617174,56560,56560,56560,0.587164552,0.587164552,0.587164552,56560,56560,56560,0.573553117,0.573553117,0.573553117,56560,56560,56560,0.722154907,0.722154907,0.722154907,56560,56560,56560,0.732527881,0.732527881,0.732527881
5298,56569,56569,56569,0.657152414,0.657152414,0.657152414,56569,56569,56569,0.643221717,0.643221717,0.643221717,56569,56569,56569,0.62011236,0.62011236,0.62011236,56569,56569,56569,0.598922761,0.598922761,0.598922761,56569,56569,56569,0.71116844,0.71116844,0.71116844,56569,56569,56569,0.72431051,0.72431051,0.72431051
5299,56578,56578,56578,0.675620719,0.675620719,0.675620719,56578,56578,56578,0.655822194,0.655822194,0.655822194,56578,56578,56578,0.615931332,0.615931332,0.615931332,56578,56578,56578,0.605274489,0.605274489,0.605274489,56578,56578,56578,0.730396655,0.730396655,0.730396655,56578,56578,56578,0.735769679,0.735769679,0.735769679
5300,56587,56587,56587,0.673575716,0.673575716,0.673575716,56587,56587,56587,0.633538191,0.633538191,0.633538191,56587,56587,56587,0.577839603,0.577839603,0.577839603,56587,56587,56587,0.555336794,0.555336794,0.555336794,56587,56587,56587,0.72765476,0.72765476,0.72765476,56587,56587,56587,0.74496,0.74496,0.74496
5301,56596,56596,56596,0.680977509,0.680977509,0.680977509,56596,56596,56596,0.668077856,0.668077856,0.668077856,56596,56596,56596,0.638424572,0.638424572,0.638424572,56596,56596,56596,0.634987212,0.634987212,0.634987212,56596,56596,56596,0.721971089,0.721971089,0.721971089,56596,56596,56596,0.729616277,0.729616277,0.729616277
5302,56605,56605,56605,0.717006043,0.717006043,0.717006043,56605,56605,56605,0.685764608,0.685764608,0.685764608,56605,56605,56605,0.642022929,0.642022929,0.642022929,56605,56605,56605,0.622090836,0.622090836,0.622090836,56605,56605,56605,0.765965638,0.765965638,0.765965638,56605,56605,56605,0.777088757,0.777088757,0.777088757
5303,56614,56614,56614,0.692049155,0.692049155,0.692049155,56614,56614,56614,0.675695772,0.675695772,0.675695772,56614,56614,56614,0.6392112,0.6392112,0.6392112,56614,56614,56614,0.633378124,0.633378124,0.633378124,56614,56614,56614,0.744478865,0.744478865,0.744478865,56614,56614,56614,0.754857256,0.754857256,0.754857256
5304,56623,56623,56623,0.692125489,0.692125489,0.692125489,56623,56623,56623,0.651953475,0.651953475,0.651953475,56623,56623,56623,0.603482817,0.603482817,0.603482817,56623,56623,56623,0.596385234,0.596385234,0.596385234,56623,56623,56623,0.74525931,0.74525931,0.74525931,56623,56623,56623,0.760347009,0.760347009,0.760347009
5305,56632,56632,56632,0.652724271,0.652724271,0.652724271,56632,56632,56632,0.630454141,0.630454141,0.630454141,56632,56632,56632,0.601330027,0.601330027,0.601330027,56632,56632,56632,0.599174236,0.599174236,0.599174236,56632,56632,56632,0.712614871,0.712614871,0.712614871,56632,56632,56632,0.727432439,0.727432439,0.727432439
5306,56641,56641,56641,0.706946199,0.706946199,0.706946199,56641,56641,56641,0.686143317,0.686143317,0.686143317,56641,56641,56641,0.640507125,0.640507125,0.640507125,56641,56641,56641,0.632868217,0.632868217,0.632868217,56641,56641,56641,0.763041386,0.763041386,0.763041386,56641,56641,56641,0.771936532,0.771936532,0.771936532
5307,56650,56650,56650,0.683068317,0.683068317,0.683068317,56650,56650,56650,0.648354551,0.648354551,0.648354551,56650,56650,56650,0.616887345,0.616887345,0.616887345,56650,56650,56650,0.597947009,0.597947009,0.597947009,56650,56650,56650,0.726328924,0.726328924,0.726328924,56650,56650,56650,0.732187221,0.732187221,0.732187221
5308,56659,56659,56659,0.678449677,0.678449677,0.678449677,56659,56659,56659,0.645059888,0.645059888,0.645059888,56659,56659,56659,0.608436396,0.608436396,0.608436396,56659,56659,56659,0.585597003,0.585597003,0.585597003,56659,56659,56659,0.733918564,0.733918564,0.733918564,56659,56659,56659,0.750611008,0.750611008,0.750611008
5309,56668,56668,56668,0.706164778,0.706164778,0.706164778,56668,56668,56668,0.682153861,0.682153861,0.682153861,56668,56668,56668,0.644785707,0.644785707,0.644785707,56668,56668,56668,0.637727228,0.637727228,0.637727228,56668,56668,56668,0.763429515,0.763429515,0.763429515,56668,56668,56668,0.76850967,0.76850967,0.76850967
5310,56677,56677,56677,0.699657177,0.699657177,0.699657177,56677,56677,56677,0.669306931,0.669306931,0.669306931,56677,56677,56677,0.630165504,0.630165504,0.630165504,56677,56677,56677,0.606760184,0.606760184,0.606760184,56677,56677,56677,0.760338435,0.760338435,0.760338435,56677,56677,56677,0.768122046,0.768122046,0.768122046
5311,56686,56686,56686,0.666353971,0.666353971,0.666353971,56686,56686,56686,0.635802469,0.635802469,0.635802469,56686,56686,56686,0.609273653,0.609273653,0.609273653,56686,56686,56686,0.600265604,0.600265604,0.600265604,56686,56686,56686,0.71045712,0.71045712,0.71045712,56686,56686,56686,0.711494775,0.711494775,0.711494775
5312,56695,56695,56695,0.684133764,0.684133764,0.684133764,56695,56695,56695,0.656308399,0.656308399,0.656308399,56695,56695,56695,0.611154059,0.611154059,0.611154059,56695,56695,56695,0.610739726,0.610739726,0.610739726,56695,56695,56695,0.737244523,0.737244523,0.737244523,56695,56695,56695,0.747153723,0.747153723,0.747153723
5313,56704,56704,56704,0.698282414,0.698282414,0.698282414,56704,56704,56704,0.650760357,0.650760357,0.650760357,56704,56704,56704,0.599015524,0.599015524,0.599015524,56704,56704,56704,0.582249798,0.582249798,0.582249798,56704,56704,56704,0.767333621,0.767333621,0.767333621,56704,56704,56704,0.784538229,0.784538229,0.784538229
5314,56713,56713,56713,0.66751269,0.66751269,0.66751269,56713,56713,56713,0.644586131,0.644586131,0.644586131,56713,56713,56713,0.602717642,0.602717642,0.602717642,56713,56713,56713,0.578162359,0.578162359,0.578162359,56713,56713,56713,0.724941971,0.724941971,0.724941971,56713,56713,56713,0.742293851,0.742293851,0.742293851
5315,56722,56722,56722,0.710106383,0.710106383,0.710106383,56722,56722,56722,0.678453732,0.678453732,0.678453732,56722,56722,56722,0.636866163,0.636866163,0.636866163,56722,56722,56722,0.619911411,0.619911411,0.619911411,56722,56722,56722,0.764018462,0.764018462,0.764018462,56722,56722,56722,0.775827702,0.775827702,0.775827702
5316,56731,56731,56731,0.657592602,0.657592602,0.657592602,56731,56731,56731,0.622257636,0.622257636,0.622257636,56731,56731,56731,0.592465201,0.592465201,0.592465201,56731,56731,56731,0.585192267,0.585192267,0.585192267,56731,56731,56731,0.70657842,0.70657842,0.70657842,56731,56731,56731,0.724959473,0.724959473,0.724959473
5317,56740,56740,56740,0.700627615,0.700627615,0.700627615,56740,56740,56740,0.681490068,0.681490068,0.681490068,56740,56740,56740,0.646379292,0.646379292,0.646379292,56740,56740,56740,0.645141033,0.645141033,0.645141033,56740,56740,56740,0.742005777,0.742005777,0.742005777,56740,56740,56740,0.758934828,0.758934828,0.758934828
5318,56749,56749,56749,0.634599061,0.634599061,0.634599061,56749,56749,56749,0.602910603,0.602910603,0.602910603,56749,56749,56749,0.574672489,0.574672489,0.574672489,56749,56749,56749,0.580852503,0.580852503,0.580852503,56749,56749,56749,0.693976947,0.693976947,0.693976947,56749,56749,56749,0.694820371,0.694820371,0.694820371
5319,56758,56758,56758,0.67754052,0.67754052,0.67754052,56758,56758,56758,0.652663559,0.652663559,0.652663559,56758,56758,56758,0.611382288,0.611382288,0.611382288,56758,56758,56758,0.602337017,0.602337017,0.602337017,56758,56758,56758,0.72868755,0.72868755,0.72868755,56758,56758,56758,0.729166667,0.729166667,0.729166667
5320,56767,56767,56767,0.719047849,0.719047849,0.719047849,56767,56767,56767,0.701222494,0.701222494,0.701222494,56767,56767,56767,0.658414353,0.658414353,0.658414353,56767,56767,56767,0.644664466,0.644664466,0.644664466,56767,56767,56767,0.773919075,0.773919075,0.773919075,56767,56767,56767,0.782249173,0.782249173,0.782249173
5321,56776,56776,56776,0.645703414,0.645703414,0.645703414,56776,56776,56776,0.615217863,0.615217863,0.615217863,56776,56776,56776,0.575797726,0.575797726,0.575797726,56776,56776,56776,0.568110862,0.568110862,0.568110862,56776,56776,56776,0.710269132,0.710269132,0.710269132,56776,56776,56776,0.722508421,0.722508421,0.722508421
5322,56785,56785,56785,0.697903337,0.697903337,0.697903337,56785,56785,56785,0.676804175,0.676804175,0.676804175,56785,56785,56785,0.636565584,0.636565584,0.636565584,56785,56785,56785,0.623258197,0.623258197,0.623258197,56785,56785,56785,0.74852141,0.74852141,0.74852141,56785,56785,56785,0.758347855,0.758347855,0.758347855
5323,56794,56794,56794,0.676465638,0.676465638,0.676465638,56794,56794,56794,0.654748349,0.654748349,0.654748349,56794,56794,56794,0.621059379,0.621059379,0.621059379,56794,56794,56794,0.610467809,0.610467809,0.610467809,56794,56794,56794,0.73101249,0.73101249,0.73101249,56794,56794,56794,0.74930581,0.74930581,0.74930581
5324,56803,56803,56803,0.737728972,0.737728972,0.737728972,56803,56803,56803,0.713558182,0.713558182,0.713558182,56803,56803,56803,0.668244809,0.668244809,0.668244809,56803,56803,56803,0.6481572,0.6481572,0.6481572,56803,56803,56803,0.802039619,0.802039619,0.802039619,56803,56803,56803,0.808198991,0.808198991,0.808198991
5325,56812,56812,56812,0.660773832,0.660773832,0.660773832,56812,56812,56812,0.637158646,0.637158646,0.637158646,56812,56812,56812,0.611059556,0.611059556,0.611059556,56812,56812,56812,0.596066895,0.596066895,0.596066895,56812,56812,56812,0.709336584,0.709336584,0.709336584,56812,56812,56812,0.719253091,0.719253091,0.719253091
5326,56821,56821,56821,0.732662733,0.732662733,0.732662733,56821,56821,56821,0.704915627,0.704915627,0.704915627,56821,56821,56821,0.667231667,0.667231667,0.667231667,56821,56821,56821,0.641996131,0.641996131,0.641996131,56821,56821,56821,0.788577295,0.788577295,0.788577295,56821,56821,56821,0.799391817,0.799391817,0.799391817
5327,56830,56830,56830,0.706016228,0.706016228,0.706016228,56830,56830,56830,0.683265429,0.683265429,0.683265429,56830,56830,56830,0.650818752,0.650818752,0.650818752,56830,56830,56830,0.641424708,0.641424708,0.641424708,56830,56830,56830,0.757305386,0.757305386,0.757305386,56830,56830,56830,0.770856715,0.770856715,0.770856715
5328,56839,56839,56839,0.716540628,0.716540628,0.716540628,56839,56839,56839,0.701673339,0.701673339,0.701673339,56839,56839,56839,0.677604086,0.677604086,0.677604086,56839,56839,56839,0.66517106,0.66517106,0.66517106,56839,56839,56839,0.7573714,0.7573714,0.7573714,56839,56839,56839,0.764973765,0.764973765,0.764973765
5329,56848,56848,56848,0.688602618,0.688602618,0.688602618,56848,56848,56848,0.660410004,0.660410004,0.660410004,56848,56848,56848,0.611996963,0.611996963,0.611996963,56848,56848,56848,0.595440516,0.595440516,0.595440516,56848,56848,56848,0.742424991,0.742424991,0.742424991,56848,56848,56848,0.761387339,0.761387339,0.761387339
5330,56857,56857,56857,0.711866121,0.711866121,0.711866121,56857,56857,56857,0.699630548,0.699630548,0.699630548,56857,56857,56857,0.663975573,0.663975573,0.663975573,56857,56857,56857,0.652946584,0.652946584,0.652946584,56857,56857,56857,0.76104124,0.76104124,0.76104124,56857,56857,56857,0.766793838,0.766793838,0.766793838
5331,56866,56866,56866,0.678957018,0.678957018,0.678957018,56866,56866,56866,0.663184309,0.663184309,0.663184309,56866,56866,56866,0.625345935,0.625345935,0.625345935,56866,56866,56866,0.607295805,0.607295805,0.607295805,56866,56866,56866,0.739599533,0.739599533,0.739599533,56866,56866,56866,0.741129071,0.741129071,0.741129071
5332,56875,56875,56875,0.676495577,0.676495577,0.676495577,56875,56875,56875,0.65719793,0.65719793,0.65719793,56875,56875,56875,0.623145095,0.623145095,0.623145095,56875,56875,56875,0.604588812,0.604588812,0.604588812,56875,56875,56875,0.731758934,0.731758934,0.731758934,56875,56875,56875,0.739898263,0.739898263,0.739898263
5333,56884,56884,56884,0.652299515,0.652299515,0.652299515,56884,56884,56884,0.626865672,0.626865672,0.626865672,56884,56884,56884,0.578906203,0.578906203,0.578906203,56884,56884,56884,0.566247926,0.566247926,0.566247926,56884,56884,56884,0.701657152,0.701657152,0.701657152,56884,56884,56884,0.718332151,0.718332151,0.718332151
5334,56893,56893,56893,0.656884876,0.656884876,0.656884876,56893,56893,56893,0.636269317,0.636269317,0.636269317,56893,56893,56893,0.601305731,0.601305731,0.601305731,56893,56893,56893,0.597675948,0.597675948,0.597675948,56893,56893,56893,0.71262959,0.71262959,0.71262959,56893,56893,56893,0.731511987,0.731511987,0.731511987
5335,56902,56902,56902,0.674797158,0.674797158,0.674797158,56902,56902,56902,0.642654126,0.642654126,0.642654126,56902,56902,56902,0.592525068,0.592525068,0.592525068,56902,56902,56902,0.582282539,0.582282539,0.582282539,56902,56902,56902,0.728929168,0.728929168,0.728929168,56902,56902,56902,0.750826851,0.750826851,0.750826851
5336,56911,56911,56911,0.712536095,0.712536095,0.712536095,56911,56911,56911,0.68579511,0.68579511,0.68579511,56911,56911,56911,0.650813387,0.650813387,0.650813387,56911,56911,56911,0.630885708,0.630885708,0.630885708,56911,56911,56911,0.763951374,0.763951374,0.763951374,56911,56911,56911,0.766397722,0.766397722,0.766397722
5337,56920,56920,56920,0.693194925,0.693194925,0.693194925,56920,56920,56920,0.662190248,0.662190248,0.662190248,56920,56920,56920,0.629155181,0.629155181,0.629155181,56920,56920,56920,0.610031583,0.610031583,0.610031583,56920,56920,56920,0.74559194,0.74559194,0.74559194,56920,56920,56920,0.761876248,0.761876248,0.761876248
5338,56929,56929,56929,0.694139099,0.694139099,0.694139099,56929,56929,56929,0.667232958,0.667232958,0.667232958,56929,56929,56929,0.621199761,0.621199761,0.621199761,56929,56929,56929,0.596864319,0.596864319,0.596864319,56929,56929,56929,0.759861592,0.759861592,0.759861592,56929,56929,56929,0.775551882,0.775551882,0.775551882
5339,56938,56938,56938,0.68861368,0.68861368,0.68861368,56938,56938,56938,0.656486919,0.656486919,0.656486919,56938,56938,56938,0.618673408,0.618673408,0.618673408,56938,56938,56938,0.607858076,0.607858076,0.607858076,56938,56938,56938,0.748921826,0.748921826,0.748921826,56938,56938,56938,0.768025846,0.768025846,0.768025846
5340,56947,56947,56947,0.707359784,0.707359784,0.707359784,56947,56947,56947,0.680114684,0.680114684,0.680114684,56947,56947,56947,0.640408077,0.640408077,0.640408077,56947,56947,56947,0.618651212,0.618651212,0.618651212,56947,56947,56947,0.762646654,0.762646654,0.762646654,56947,56947,56947,0.770369672,0.770369672,0.770369672
5341,56956,56956,56956,0.70100477,0.70100477,0.70100477,56956,56956,56956,0.678417709,0.678417709,0.678417709,56956,56956,56956,0.645470656,0.645470656,0.645470656,56956,56956,56956,0.637179948,0.637179948,0.637179948,56956,56956,56956,0.74834923,0.74834923,0.74834923,56956,56956,56956,0.765905897,0.765905897,0.765905897
5342,56965,56965,56965,0.68479728,0.68479728,0.68479728,56965,56965,56965,0.665408548,0.665408548,0.665408548,56965,56965,56965,0.636902614,0.636902614,0.636902614,56965,56965,56965,0.608916537,0.608916537,0.608916537,56965,56965,56965,0.734816942,0.734816942,0.734816942,56965,56965,56965,0.755066535,0.755066535,0.755066535
5343,56974,56974,56974,0.706795533,0.706795533,0.706795533,56974,56974,56974,0.674716054,0.674716054,0.674716054,56974,56974,56974,0.626892253,0.626892253,0.626892253,56974,56974,56974,0.605580615,0.605580615,0.605580615,56974,56974,56974,0.76213944,0.76213944,0.76213944,56974,56974,56974,0.767336295,0.767336295,0.767336295
5344,56983,56983,56983,0.678209328,0.678209328,0.678209328,56983,56983,56983,0.658376548,0.658376548,0.658376548,56983,56983,56983,0.62654105,0.62654105,0.62654105,56983,56983,56983,0.606359062,0.606359062,0.606359062,56983,56983,56983,0.736763757,0.736763757,0.736763757,56983,56983,56983,0.743184512,0.743184512,0.743184512
5345,56992,56992,56992,0.681920519,0.681920519,0.681920519,56992,56992,56992,0.643233743,0.643233743,0.643233743,56992,56992,56992,0.593897487,0.593897487,0.593897487,56992,56992,56992,0.578904334,0.578904334,0.578904334,56992,56992,56992,0.752705095,0.752705095,0.752705095,56992,56992,56992,0.751443375,0.751443375,0.751443375
5346,57001,57001,57001,0.6387163,0.6387163,0.6387163,57001,57001,57001,0.615563685,0.615563685,0.615563685,57001,57001,57001,0.599319082,0.599319082,0.599319082,57001,57001,57001,0.599989093,0.599989093,0.599989093,57001,57001,57001,0.688156614,0.688156614,0.688156614,57001,57001,57001,0.70021749,0.70021749,0.70021749
5347,57010,57010,57010,0.672978145,0.672978145,0.672978145,57010,57010,57010,0.643437147,0.643437147,0.643437147,57010,57010,57010,0.609004863,0.609004863,0.609004863,57010,57010,57010,0.603734547,0.603734547,0.603734547,57010,57010,57010,0.723773694,0.723773694,0.723773694,57010,57010,57010,0.735573446,0.735573446,0.735573446
5348,57019,57019,57019,0.69455045,0.69455045,0.69455045,57019,57019,57019,0.681199753,0.681199753,0.681199753,57019,57019,57019,0.643980434,0.643980434,0.643980434,57019,57019,57019,0.629318881,0.629318881,0.629318881,57019,57019,57019,0.746844696,0.746844696,0.746844696,57019,57019,57019,0.758847101,0.758847101,0.758847101
5349,57028,57028,57028,0.710649665,0.710649665,0.710649665,57028,57028,57028,0.682245391,0.682245391,0.682245391,57028,57028,57028,0.628753316,0.628753316,0.628753316,57028,57028,57028,0.607662386,0.607662386,0.607662386,57028,57028,57028,0.777593164,0.777593164,0.777593164,57028,57028,57028,0.791741303,0.791741303,0.791741303
5350,57037,57037,57037,0.72037636,0.72037636,0.72037636,57037,57037,57037,0.68757515,0.68757515,0.68757515,57037,57037,57037,0.65436983,0.65436983,0.65436983,57037,57037,57037,0.632407407,0.632407407,0.632407407,57037,57037,57037,0.76632965,0.76632965,0.76632965,57037,57037,57037,0.768337237,0.768337237,0.768337237
5351,57046,57046,57046,0.60801362,0.60801362,0.60801362,57046,57046,57046,0.580120445,0.580120445,0.580120445,57046,57046,57046,0.537156081,0.537156081,0.537156081,57046,57046,57046,0.534120158,0.534120158,0.534120158,57046,57046,57046,0.668133905,0.668133905,0.668133905,57046,57046,57046,0.668136714,0.668136714,0.668136714
5352,57055,57055,57055,0.683618787,0.683618787,0.683618787,57055,57055,57055,0.660153748,0.660153748,0.660153748,57055,57055,57055,0.619659756,0.619659756,0.619659756,57055,57055,57055,0.617053265,0.617053265,0.617053265,57055,57055,57055,0.739745261,0.739745261,0.739745261,57055,57055,57055,0.75070667,0.75070667,0.75070667
